Identifier	Character	Dialogue	Filename	Line Number
act1_scene26_1241eddf	narration	Once both Bapat and Priyanka, are seated in your office, you expose them what you know. {p=1} Bapat erupts at once, shouting in the office, while Priyanka remains silent, her gaze set upon the postcards on your walls. {p=1} As you’re trying to calm Bapat down, the other employees gather around, watching the scene with a keen interest, overhearing too many things to keep the meeting as private as it should.	game/scripts/act1.rpy	775
act1_scene26_18718b83	priyanka	How can I stay now?	game/scripts/act1.rpy	783
act1_scene27_c43991e0	narration	You gather everyone in the meeting room to expose them what you know, and put the shaming to a stop. {p=1} When you talk about the affair Priyanka had with Bapat’s son, and explain that it’s the reason why Bapat is now harassing her, things don’t go as you expected as you see them side with Bapat, and accuse Priyanka. {p=1} Not only have you failed to defend her, but you have added to her plight as everyone sympathizes with Bapat.	game/scripts/act1.rpy	791
act1_scene28_4f161be8	thinking	This is tricky.	game/scripts/act1.rpy	801
act1_scene28_8b0fb306	thinking	On one side, Bapat harasses Priyanka with vengeance, and bitterness in mind.	game/scripts/act1.rpy	803
act1_scene28_b8ad2da5	thinking	On the other, this is all rooted in their private life, that I can’t expose at the office.	game/scripts/act1.rpy	805
act1_scene28_7457d4fa	thinking	Now that I know the full extent of the situation, I can’t possibly take decisions that would shame Priyanka, or punish her...	game/scripts/act1.rpy	807
act1_scene28_2c5db234	thinking	But I can’t expose Bapat either because this all would eventually bounce back on her.	game/scripts/act1.rpy	809
act1_scene28_d528147e	thinking	So what's left to do ?	game/scripts/act1.rpy	811
act1_scene29_6956428a	narration	You need to do something, clearly, but you can’t accuse anyone, or try to solve interpersonal difficulties all by yourself, that’s not your job. {p=1} Deep down, you don’t want Bapat to get away with his vengeance either, but you can’t issue him a warning because this will eventually bounce back on Priyanka, and you’re not in a capacity to fire anyone, especially not a manager as the new CEO hasn’t arrived yet.	game/scripts/act1.rpy	818
act1_scene29_e3b8d126	thinking	They want a dress code ?	game/scripts/act1.rpy	821
act1_scene29_52119ca8	thinking	Let's give them a dress code.	game/scripts/act1.rpy	823
act1_scene29_a64cfbf0	narration	So you do it, and write down the most inclusive dress code ever. Blue hair? Allowed. Mini-skirts? Allowed. Chapals? Allowed. No chapals? Allowed. Mohawks, and Black Metal tees? Allowed. {p=1} Of course, when the job requires a contact with clients, the dress code details a professional attire, a tailored skirt maybe, of whatever length, closed shoes, ties, etc. {p=1} Once you’ve finished with your draft, you send it to the new CEO’s email. After all, you don’t want to stay in a company who doesn’t understand this.	game/scripts/act1.rpy	825
act1_scene30_044a16ee	narration	You write an email to the international Head Office, but they never answer you back.	game/scripts/act1.rpy	834
act1_scene31_679f8d0a	narration	Instead of helping her, exposing Priyanka’s former relationship with Bapat’s son has fuelled the attacks against her. {p=1} For most people at the office, this is a proof that Bapat is a bad person, but also that Priyanka has no decency, and that Bapat was right in shaming her.	game/scripts/act1.rpy	843
act1_scene31_5c447ac5	narration	A week later, Priyanka gives you her resignation letter. {p=1} Given the terms of her contract, she has to stay for a month, now wearing an oversized sweater, and trousers, not talking to anyone anymore.	game/scripts/act1.rpy	846
act1_scene32_e46751a9	narration	Given the way the last meeting went, the situation becomes unbearable for Priyanka. {p=1} Since you don’t want her to be punished, you need to find a way to offer her another position in another Indian branch of the company. {p=1} You write the new CEO an email to request it, and manage to convince Priyanka to stay meanwhile.	game/scripts/act1.rpy	857
act1_scene33_2bcb65b8	narration	You simply ignore the situation, forgetting that this all started with Priyanka crying in your office this very morning. {p=1} Sure, you’ve managed to escape the most immediate threats, but nothing is solved, and Priyanka is shamed, and harassed every day by the same gang during the next week. {p=1} At the end of the week, the new CEO will step in. Hopefully, the new CEO will understand you stance, and all will be well.	game/scripts/act1.rpy	868
act1_scene34_a89681ac	narration	Looks like the international Head Office has faced the same kind of problems before, because they’ve just sent you the dress code they use in PDF format so that you can copy it instead of going all mohawks, and chapals. {p=1} It’s pretty inclusive as well, but better written that what you’ve sent them, and less chaotic. {p=1} Since the email is empty except for the PDF, and comes from the office, and not the CEO, you have no way to determine what they thought of your text, and initiative.	game/scripts/act1.rpy	879
act1_scene34_c2690a95	narration	You copy it into the policy documents, and send it to all, now backed by the full force of the international Headquarters! Priyanka can now wear whatever she wants as long as the customers are fine with it. {p=1} Since the email came with an official document from the global office, there’s nothing Bapat, Donatello, and the others can do except to accept it.	game/scripts/act1.rpy	883
act1_scene34_f0b69fd7	narration	Days later, not only does Priyanka come to thank you, but Manali starts to dress up more elegantly too. {p=1} Congratulations.	game/scripts/act1.rpy	886
act2_86160cc3	narration	You are in a fool mood today.{p} The traffic was a nightmare to begin with, car after after car for miles under the flyover they’ve started to build in 2008, and never finished.	game/scripts/act2.rpy	21
act2_27942567	narration	You’re supposed to be of the serene kind, always in control of your emotions, always poker-faced, but truth is this is all just a mask.	game/scripts/act2.rpy	26
act2_848cabea	narration	You’re no different from them, but you know how to pretend better.{p} Maybe being the Human Resources Manager is all about knowing what to hide, and how to hide it well.	game/scripts/act2.rpy	28
act2_8f8181ce	thinking	I should have worked in a casino. At least, I would have made some big bucks.	game/scripts/act2.rpy	31
act2_c99540a2	narration	When you reach the office, you’re a little bit late, and spill your tea as you hurry to your desk.{p} You swear under your breath, and keep striding to your place, where you find Giti waiting for you.	game/scripts/act2.rpy	33
act2_4c21a608		What can I do for you, Giti Madam?	game/scripts/act2.rpy	38
act2_45529f39	giti	I need to talk to you, Abhay Sir. I have been thinking a long time about this.	game/scripts/act2.rpy	40
act2_fd519e0e		Is this urgent?	game/scripts/act2.rpy	42
act2_cda43820	giti	It is not, Abhay Sir, but now is as much a good time as another.	game/scripts/act2.rpy	44
act2_ccd0399b	thinking	What do I answer her?	game/scripts/act2.rpy	46
act2_scene2_dd3603a7	giti	Abhay Sir, I have been working hard for M. Gopinath for the last three yea-	game/scripts/act2.rpy	55
act2_scene2_5c1f227f		I know that.	game/scripts/act2.rpy	57
act2_scene2_4f3153c8		Your efforts are very appreciated, Giti.	game/scripts/act2.rpy	59
act2_scene2_28fb7615	giti	Yes, Abhay Sir, also I have been working overtime in the evenings, and during weekends without even asking for compensatory leaves.	game/scripts/act2.rpy	61
act2_scene2_27364085		You could have asked, I would have approved them, you know. Is this what-	game/scripts/act2.rpy	63
act2_scene2_606ebd40	giti	No, Sir, please hear me out.	game/scripts/act2.rpy	65
act2_scene2_cc6d7594	giti	Not only have I worked hard, but I have accepted more and more responsibilities, 	game/scripts/act2.rpy	67
act2_scene2_a2ea37da	giti	like taking care of the transportation department, or of the security shift...	game/scripts/act2.rpy	69
act2_scene2_3f2cf584	thinking	What could she want? Compensation holidays?	game/scripts/act2.rpy	71
act2_scene2_f228e28d	thinking	Gopinath isn't looking over my shoulder so I could give them.	game/scripts/act2.rpy	73
act2_scene2_278cec4b	thinking	Or maybe it's a promotion?	game/scripts/act2.rpy	75
act2_scene2_6abc6163	thinking	Wait, is she going to resign? Is that what this is about?	game/scripts/act2.rpy	77
act2_scene2_af777ef4	giti	Sir, are you listening to me ?	game/scripts/act2.rpy	79
act2_scene2_0f7da4dc		Y-{w=0.5}yes of course, carry on.	game/scripts/act2.rpy	81
act2_scene2_6cd34046	giti	So I was saying I didn't know why I never got the promotion while Bapat had one in just one year,	game/scripts/act2.rpy	83
act2_scene2_c486c696	giti	but when I heard them, it all became clear.	game/scripts/act2.rpy	85
act2_scene2_6d2461c0	giti	They said that they made sure that no women gets promoted, that only men can reach the top positions.	game/scripts/act2.rpy	87
act2_scene2_5456df42		Who?	game/scripts/act2.rpy	89
act2_scene2_1b52e445	giti	I told you already, Ahbay Sir, Bapat, and Donatello, but little did they know that I was listening, and-	game/scripts/act2.rpy	91
act2_scene2_7f08ccd8	thinking	{b}Them again...{/b}	game/scripts/act2.rpy	93
act2_scene2_2d7ea389	thinking	Or is she playing me, bouncing on the opportunity because of what happened with Priyanka ?	game/scripts/act2.rpy	95
act2_scene2_ca3b3082		So what do you want me to do, Giti?	game/scripts/act2.rpy	97
act2_scene2_ea0e87bc	giti	I want to request a promotion, Abhay Sir, and your official answer.	game/scripts/act2.rpy	99
act2_scene2_eb7aeaff	thinking	Really, {w=0.25}just like that.	game/scripts/act2.rpy	101
act2_scene2_94af3e6b	thinking	Can I trust her ?	game/scripts/act2.rpy	103
act2_scene2_1ad48884	thinking	This, the day after the Priyanka affair? She's trying to take advantage of the situation. I should reject her request.	game/scripts/act2.rpy	109
act2_scene3_b806ad32	narration	Giti left with a harsh face.	game/scripts/act2.rpy	117
act2_scene3_afb981d7	thinking	She can make all the faces she wants, I couldn't care less.	game/scripts/act2.rpy	119
act2_scene3_00960c9a	narration	You slouch into your chair, watching YouTube videos about dancing parrots.	game/scripts/act2.rpy	123
act2_scene3_61c93312	narration	No CEO, no Administrative Direction, nothing, and you need to relax a bit after the worrisome dress code affair.	game/scripts/act2.rpy	125
act2_scene3_c469d342	thinking	Hey, whatever works.	game/scripts/act2.rpy	127
act2_scene3_3679560d	thinking	Some people do yoga, others run on the side of the road in the morning.	game/scripts/act2.rpy	129
act2_scene3_0eb8f1e2	thinking	I watch stupid videos.	game/scripts/act2.rpy	131
act2_scene3_18de8645	narration	After a particulary exalted dance sequence on {b}Tu Meri Bang Bang!{/b} featuring no less than a blue parrot, you open your email, and find a message from Giti formally requesting a promotion.	game/scripts/act2.rpy	133
act2_scene3_4dfcea7b	narration	She stresses on all the overtime she did during the last three years, and all the new responsibilities she's been given by M. Gopinath, and requests your formal answer at the earnest.	game/scripts/act2.rpy	136
act2_scene3_1abe3da0	thinking	Now, that sound ominous, almost a threat, what's the hurry?	game/scripts/act2.rpy	140
act2_scene3_b2c018c3	thinking	Looks like I need to answer her now.	game/scripts/act2.rpy	142
act2_scene4_a6823e69	thinking	Wait, is this the right thing to do ?	game/scripts/act2.rpy	151
act2_scene4_3bdd4c09	thinking	I should take the time to think about the situation a little.	game/scripts/act2.rpy	153
act2_scene4_9e6431dd	thinking	Gopinath's away, the CEO's not here yet.	game/scripts/act2.rpy	155
act2_scene4_71469bbe	thinking	This basically means I can do whatever I want but I'll still need to report to them and explain my decision afterwards.	game/scripts/act2.rpy	157
act2_scene4_ef28f184	thinking	What about the team dynamics at the office? Won't this disrupt it?	game/scripts/act2.rpy	159
act2_scene4_0594494c	narration	You take some time to weight all the pros and cons and you answer her.	game/scripts/act2.rpy	161
act2_scene5_3617e5e7	narration	This is the expected decision, and you’re pretty confident that everyone at the office will understand it. This way, you preserve the balance of power, and make sure you won’t be bothered when the new CEO will come, and M. Gopinath will return.	game/scripts/act2.rpy	170
act2_scene5_b75dc795	narration	You sigh.	game/scripts/act2.rpy	172
act2_scene5_e31aca30	thinking	There are maybe other aspect to deal with.	game/scripts/act2.rpy	174
act2_scene5_ef28f184	thinking	What about the team dynamics at the office? Won't this disrupt it?	game/scripts/act2.rpy	176
act2_scene5_0594494c	narration	You take some time to weight all the pros and cons and you answer her.	game/scripts/act2.rpy	178
act2_scene6_a978d369	narration	You walk to the meeting room, pour yourself another tea, and weigh your options.{p} You could meet with Bapat or Donatello to get to the heart of it, and find out whether they’ve been actually pushing a sexist agenda as Giti says,{p} or you could start with the other women to find out whether Giti is alone in this, or if they will support her.	game/scripts/act2.rpy	187
act2_scene6_96fd15dd	narration	Since the promotion has to be approved by Giti’s manager, M. Gopinath, you could also write him an email to ask whether he would approve, or reject it.{p} On the other hand, if Giti has told you the truth about the conversation she has overheard, it is possible that Bapat, and Donatello have influenced him, and writing him will lead to Giti’s rejection.{p} Still, you can’t bypass him, or can you?	game/scripts/act2.rpy	191
act2_scene6_ad0c2d66	thinking	I have many options here.	game/scripts/act2.rpy	195
act2_scene7_0d75a59f	narration	You don't want to make it too formal, and wait until the lunch break to get a chance to catch up with them.	game/scripts/act2.rpy	211
act2_scene7_3a3170d6	narration	When you enter the canteen, both Priyanka, and Manali are present, each in a different corner of the room. The other employees are gathered together in the middle, and have started to eat, and talk.	game/scripts/act2.rpy	215
act2_scene7_518d9861	donatello	So that there are potholes everywhere.	game/scripts/act2.rpy	218
act2_scene7_07077315	bapat	Ah, you just wait until the next elections, they will repair the roads then.	game/scripts/act2.rpy	220
act2_scene7_02a6c619	donatello	Superpower in 2020.	game/scripts/act2.rpy	222
act2_scene7_1e47e75c	giti	I can't believe this, did you know they've found a crocodile in a hole of the road!	game/scripts/act2.rpy	224
act2_scene7_dd5d8658	bapat	This is fake news, Giti! I can't believe you fell for it.	game/scripts/act2.rpy	226
act2_scene7_d7ff788d	donatello	It's not fake, Bapat. It's something concerned citizen have done, it's a plastic crocodile.	game/scripts/act2.rpy	228
act2_scene7_35eb80b2	giti	No, no, it was a real crocodile, Donald Sir! It has even attacked a child!	game/scripts/act2.rpy	230
act2_scene7_01508888	bapat	A {i}crocodile child molester{/i} now, Giti, please think!	game/scripts/act2.rpy	232
act2_scene7_4c849a9c	narration	With that, the conversation trails off, and you remember that you wanted to talk to the women.	game/scripts/act2.rpy	234
act2_scene7_1f24ab07	thinking	Ok, which one first?	game/scripts/act2.rpy	236
act2_scene8_b43390bf	narration	You have summoned Bapat to the meeting room, not as relaxed as the canteen, but not as formal as your office. You don’t want him to feel like he’s being under scrutiny, but you need to keep this conversation private.	game/scripts/act2.rpy	250
act2_scene8_4d84aff7	narration	You decide to play it clever.	game/scripts/act2.rpy	253
act2_scene8_54e9b614		I need your advice Bapat.	game/scripts/act2.rpy	255
act2_scene8_dc3ce405	bapat	Of course, Abhay, whatever you need.	game/scripts/act2.rpy	257
act2_scene8_9a1a16c7		I’m going through the evaluation files today, and planning internal evolutions for the staff, 	game/scripts/act2.rpy	259
act2_scene8_ef325780		Would you help me?	game/scripts/act2.rpy	261
act2_scene8_e9f33e47	narration	Bapat nods, happy to be considered.	game/scripts/act2.rpy	263
act2_scene8_c5fa6fdf		Good.	game/scripts/act2.rpy	265
act2_scene8_6e0e6b59		My first problem is that, judging from the efforts, and responsibilities taken this year,	game/scripts/act2.rpy	267
act2_scene8_e5411cac		The three employees which stand out are {w=0.25}Manali, {w=0.25}Priyanka, {w=0.25}and Giti.	game/scripts/act2.rpy	269
act2_scene8_ac05c6a3		I'm not talking about your department of course.	game/scripts/act2.rpy	271
act2_scene8_77e594cd	narration	Bapat grunts.	game/scripts/act2.rpy	273
act2_scene8_417502f0		Obviously, I can't offer to promote all three, but I need to reward their efforts.	game/scripts/act2.rpy	275
act2_scene8_13168f6e	bapat	Maybe you can promote Manali, Abhay?	game/scripts/act2.rpy	277
act2_scene8_18ddef1b		Why only her	game/scripts/act2.rpy	279
act2_scene8_d3550877	bapat	Abhay, if you promote the others, you will push women into the head management.	game/scripts/act2.rpy	281
act2_scene8_3bf89821	bapat	We have enough problems right now.	game/scripts/act2.rpy	283
act2_scene8_124b3ca5		Why is that a problem?	game/scripts/act2.rpy	285
act2_scene8_fb1200e4	bapat	Ah, they’re not like us, Abhay, 	game/scripts/act2.rpy	287
act2_scene8_de1ea5a4	bapat	They’re full of gossip, and all, 	game/scripts/act2.rpy	289
act2_scene8_ad535408	bapat	They’re good housewife material, but none of us will accept being commanded by a woman.	game/scripts/act2.rpy	291
act2_scene8_5ef7887e		I see.{w=0.5} Thank you, Bapat.	game/scripts/act2.rpy	293
act2_scene8_a2e4450d		Now will you help me with the network?	game/scripts/act2.rpy	295
act2_scene8_060bfc53	narration	With that, you talk, and talk for long enough for Bapat to forget that you've asked about the women.	game/scripts/act2.rpy	297
act2_scene8_d9a40ae9	thinking	He's gone now.	game/scripts/act2.rpy	301
act2_scene8_a0e8a7d7	thinking	I could take a decision right now or keep investigating.	game/scripts/act2.rpy	304
act2_scene8_0eae8062	thinking	I have done enough investigating, it's time to take a decision.	game/scripts/act2.rpy	306
act2_scene9_5fcc0e45	narration	Obviously, Donatello doesn't know what to expect from this meeting. He looks a bit confused, and wary. You have to play it cautious, and beat about the bush a little	game/scripts/act2.rpy	320
act2_scene9_bca1982e		I need your advice, Donatello.	game/scripts/act2.rpy	323
act2_scene9_34d52411	donatello	Yes, of course, what is it?	game/scripts/act2.rpy	325
act2_scene9_f6312666		I have a lot of paperwork to do for the next review of the sales department’s employees, and I don’t understand the sales figures.	game/scripts/act2.rpy	327
act2_scene9_549f8b4e	donatello	Show me that.	game/scripts/act2.rpy	329
act2_scene9_e35693d9	narration	You hand him the sale reports.	game/scripts/act2.rpy	331
act2_scene9_d5baccf4		That's a lot of work, maybe Giti, or Priyanka can help you?	game/scripts/act2.rpy	333
act2_scene9_e5ea0cc0	narration	You see him hesitating.	game/scripts/act2.rpy	335
act2_scene9_44037f46		What's the matter, Donatello?	game/scripts/act2.rpy	337
act2_scene9_ecd0364d	donatello	Well, {w=0.25}Abhay, {w=0.25}you know I would rather trust my own analysis.	game/scripts/act2.rpy	339
act2_scene9_daa14858	donatello	Sales reviews are complex, and require a lot of experience.	game/scripts/act2.rpy	341
act2_scene9_63fb494c		But Priyanka has been here longer than you, Donatello, why can’t she help?	game/scripts/act2.rpy	343
act2_scene9_7940593c	donatello	Abhay, talking to clients is one thing, but this is high level managerial stuff-	game/scripts/act2.rpy	345
act2_scene9_82e5c8da		And you think she can't do it?	game/scripts/act2.rpy	347
act2_scene9_9846a3dd	donatello	She can’t, Abhay.	game/scripts/act2.rpy	349
act2_scene9_042120ec	donatello	She’s not fit for this level of responsibility.	game/scripts/act2.rpy	351
act2_scene9_9bb58801	donatello	She may have received the same education, but she’s a woman,	game/scripts/act2.rpy	353
act2_scene9_80685101	donatello	It's a very different situation.	game/scripts/act2.rpy	355
act2_scene9_cbb5e5f8		I see.	game/scripts/act2.rpy	357
act2_scene9_9c1e82d3		Thank you, Donatello.	game/scripts/act2.rpy	359
act2_scene9_e54b8dd6		Can you get back to me with your analysis by tomorrow?	game/scripts/act2.rpy	361
act2_scene9_5cf53a89	narration	With that, you talk, and talk for long enough for Donatello to forget what you just asked.	game/scripts/act2.rpy	363
act2_scene9_578f2530	thinking	What should I do now ?	game/scripts/act2.rpy	367
act2_scene9_a0e8a7d7	thinking	I could take a decision right now or keep investigating.	game/scripts/act2.rpy	370
act2_scene9_0eae8062	thinking	I have done enough investigating, it's time to take a decision.	game/scripts/act2.rpy	372
act2_scene10_a7d2d3df	narration	You decide to write to M. Gopinath. He’s Giti’s manager, after all, and you don’t want to bypass his authority, and take this decision alone.	game/scripts/act2.rpy	383
act2_scene10_34f4aa55	narration	There’s a chance that Bapat, and Donatello have influenced him, though, and you need to write this email in such a way that he will answer this issue without being offended, quite a feat in itself.	game/scripts/act2.rpy	385
act2_scene10_928223d1	narration	You take your time, and rewrite your email several times to find the correct tone, and to get to the point with tact.	game/scripts/act2.rpy	387
act2_scene10_96862df1	narration	You receive an automatic out-of-the-office answer minutes later, and never hear about it again	game/scripts/act2.rpy	389
act2_scene10_5badb5ff	email	adnan.gopinath@cryptaloo.com To: abhay.chandrakant@cryptaloo.in Out of the Office I am currently on leave, enjoying the warm beaches of Diu Island. I will answer you as soon as I reach my office back. If you have any urgent matter, kindly write to M. Chandrakant at the following email: abhay.chandrakant@cryptaloo.in. Best regards, M. Gopinath	game/scripts/act2.rpy	391
act2_scene10_234af237	thinking	What now?	game/scripts/act2.rpy	399
act2_scene10_a0e8a7d7	thinking	I could take a decision right now or keep investigating.	game/scripts/act2.rpy	402
act2_scene10_0eae8062	thinking	I have done enough investigating, it's time to take a decision.	game/scripts/act2.rpy	404
act2_scene11_7b4e1d65	narration	You sit next to Priyanka and engage in a small talk with her.{p} After a while, you decide to jump in.	game/scripts/act2.rpy	416
act2_scene11_ffb2143f		How come you've been working here for 2 years, and never asked for a promotion, Priyanka?	game/scripts/act2.rpy	419
act2_scene11_27fa841e	priyanka	Because promotions have to be approved by the higher management, Abhay	game/scripts/act2.rpy	421
act2_scene11_b5717c97	priyanka	And they clearly told everyone that there won’t be any in my department for the next three years…	game/scripts/act2.rpy	423
act2_scene11_3ebed618		But Bapat is in your department, and has been promoted, hasn't he?	game/scripts/act2.rpy	425
act2_scene11_b96d2510	priyanka	It's not the same.	game/scripts/act2.rpy	427
act2_scene11_9915ef4f		How so ?	game/scripts/act2.rpy	429
act2_scene11_d4bffa16	priyanka	...	game/scripts/act2.rpy	431
act2_scene11_3ab0b9b6		How so, Priyanka ?	game/scripts/act2.rpy	433
act2_scene11_49d0b846	priyanka	He’s friends with The Gopi, and The Donald—{w=0.5}Gopinath, and Donatello Sirs, I mean, and-	game/scripts/act2.rpy	435
act2_scene11_1c166c53		That shouldn't matter, this is a {i}company{/i}, not a club!	game/scripts/act2.rpy	437
act2_scene11_918c37b4	priyanka	Yes, Abhay, but it’s like that, and I’m a woman.	game/scripts/act2.rpy	439
act2_scene11_94dde2d1	priyanka	Have you ever seen a woman being promoted here?	game/scripts/act2.rpy	441
act2_scene11_5d1f6a7d		Many of them.	game/scripts/act2.rpy	443
act2_scene11_5c07328e		There's Vina from the Front Desk,{w=0.5}Karuna from the Distribution Department,{w=0.5}Shruti from-	game/scripts/act2.rpy	445
act2_scene11_2b614e7f	priyanka	But none from the Marketing,{w=0.5}the Sales Department,{w=0.5} or the Head Administration, Abhay, that’s what I’m telling you.	game/scripts/act2.rpy	447
act2_scene11_5d26b811	thinking	I have heard enough.	game/scripts/act2.rpy	449
act2_scene11_6e6f7408	thinking	I could talke to Manali, keep investigating or take a decision.	game/scripts/act2.rpy	455
act2_scene11_11052e3a	thinking	Manali's the only one left.	game/scripts/act2.rpy	457
act2_scene11_a4fb5f95	thinking	I have talked to both Manali and Priyanka.	game/scripts/act2.rpy	459
act2_scene11_a0e8a7d7	thinking	I could take a decision right now or keep investigating.	game/scripts/act2.rpy	462
act2_scene11_0eae8062	thinking	I have done enough investigating, it's time to take a decision.	game/scripts/act2.rpy	464
act2_scene12_4205d1a0	narration	You catch up with Manali as she’s about to finish her lunch.{p} You take the time to grab a tray, pour yourself some spinach soup, sit next to her, and start talking about her department.	game/scripts/act2.rpy	478
act2_scene12_6cf7cc86		I’ve heard it’s going well, congratulations.	game/scripts/act2.rpy	481
act2_scene12_ec6dcc45		You’re doing a great job, handling the secretary, the security, and the transportation all together!	game/scripts/act2.rpy	483
act2_scene12_fedebaca	manali	It’s Giti, Abhay Sir, she’s working so much, and she’s very efficient.	game/scripts/act2.rpy	485
act2_scene12_d5b76d34		It’s been what? Three years now that she’s doing that?	game/scripts/act2.rpy	487
act2_scene12_774e87f3	narration	You drink a mouthful of soup, it’s cold already.	game/scripts/act2.rpy	489
act2_scene12_2eccae5e	manali	Three years, Abhay Sir, and she never complains.	game/scripts/act2.rpy	491
act2_scene12_48ed0b7d		Yet she’s never been promoted	game/scripts/act2.rpy	493
act2_scene12_fc45e500		Manali, I will talk to M. Gopinath about it.	game/scripts/act2.rpy	495
act2_scene12_386b77f8	narration	You take another spoon of soup, still looking at her, drink it with a grimace, and push the bowl aside on your tray.	game/scripts/act2.rpy	497
act2_scene12_d326c4e2	manali	You should, Sir, but he probably will not listen.	game/scripts/act2.rpy	499
act2_scene12_977716b0		And why is that?	game/scripts/act2.rpy	501
act2_scene12_e3100def	manali	I don’t know, Sir, I just said that for no reason.	game/scripts/act2.rpy	503
act2_scene12_869d79b9		Of course there's a reason, please tell me.	game/scripts/act2.rpy	505
act2_scene12_8319e41c	manali	She’s got a very good position already, and maybe they don’t want to give her too much responsibilities because-	game/scripts/act2.rpy	507
act2_scene12_fd0cbcdf		Because she's a woman?	game/scripts/act2.rpy	509
act2_scene12_b965aa63	manali	I didn’t say that, Sir!	game/scripts/act2.rpy	511
act2_scene12_3fbe2881		But you meant that.	game/scripts/act2.rpy	513
act2_scene12_9df23947	thinking	She did mean that.	game/scripts/act2.rpy	519
act2_scene12_5d26b811	thinking	I have heard enough.	game/scripts/act2.rpy	521
act2_scene12_8b7f9e41	thinking	I could talke to Priyanka, keep investigating or take a decision.	game/scripts/act2.rpy	527
act2_scene12_9a0a8de7	thinking	Priyanka's the only one left.	game/scripts/act2.rpy	529
act2_scene12_a4fb5f95	thinking	I have talked to both Manali and Priyanka.	game/scripts/act2.rpy	531
act2_scene12_a0e8a7d7	thinking	I could take a decision right now or keep investigating.	game/scripts/act2.rpy	534
act2_scene12_0eae8062	thinking	I have done enough investigating, it's time to take a decision.	game/scripts/act2.rpy	536
act2_scene13_bafc5ed0	thinking	I guess I know enough by now.	game/scripts/act2.rpy	547
act2_scene13_e986871d	thinking	Since Giti sounded very eager to receive an answer in earnest, I need to take a decision.	game/scripts/act2.rpy	549
act2_scene13_f8bb4326	thinking	I could approve her promotion, or reject it myself...	game/scripts/act2.rpy	551
act2_scene13_1ccc6dec	thinking	I could try to write to M. Gopinath and ask him to decide instead.	game/scripts/act2.rpy	553
act2_scene13_0e5efd69	thinking	Or maybe I should ask M. Rajkumar. He's the company lawyer, he may have some advice.	game/scripts/act2.rpy	555
act2_scene13_e0d8f3d5	thinking	Decisions, decisions...	game/scripts/act2.rpy	557
act2_scene14_fd82f1b1	narration	You call Giti to your office.	game/scripts/act2.rpy	574
act2_scene14_f1f2ba57	narration	Once she's sat, you begin.	game/scripts/act2.rpy	578
act2_scene14_afa611d3		I have decided to approve your promotion request, Giti.	game/scripts/act2.rpy	580
act2_scene14_21b4fa7d	giti	T-Thank you, Abhay Sir.	game/scripts/act2.rpy	584
act2_scene14_fc5749fb	giti	Thank you, Abhay Sir, {b}thank you{/b}.	game/scripts/act2.rpy	588
act2_scene14_fb9a471f		Hahaha !	game/scripts/act2.rpy	590
act2_scene14_26d81ee8		About time, isn't it? Things should change around here.	game/scripts/act2.rpy	592
act2_scene14_50ef0dc6	giti	About time, Abhay Sir, about time, thank you.	game/scripts/act2.rpy	594
act2_scene14_2f8c85d8	narration	When she leaves, you fall back into your chair, resting your head upon your hands above your neck.	game/scripts/act2.rpy	596
act2_scene14_68670510	narration	Now, you’ll have to deal with the aftermath.	game/scripts/act2.rpy	598
act2_scene15_0552ca8d	narration	You write to M. Gopinath, asking him clearly and directly to take the matter into his hands so that you can escape the storm that will follow either decision you might take, receive an automatic out-of-the-office answer minutes later, and never hear about it again.	game/scripts/act2.rpy	606
act2_scene15_c377de99	email	adnan.gopinath@cryptaloo.com To: abhay.chandrakant@cryptaloo.in Out of the Office I am currently on a pilgrimage to Kailash Mountain. I will answer you as soon as I reach my office back. If you have any urgent matter, kindly write to M. Chandrakant at the following email: abhay.chandrakant@cryptaloo.in. Best regards, M. Gopinath	game/scripts/act2.rpy	609
act2_scene16_2d61acfc	narration	You write to M. Rajkumar, the company’s Lawyer, and explain him the situation so that he can give you his advice.	game/scripts/act2.rpy	624
act2_scene16_739e19c1	narration	He answers a few hours later.	game/scripts/act2.rpy	626
act2_scene16_1ec0299e	email	rajkumarrajkumarltd@gmail.com To: abhay.chandrakant@cryptaloo.in Re: Promotion and Discrimination Dear M. Chandrakant, If your Mrs. Shaikh Giti can prove the alleged discrimination she suffers mutatis mutandis, the situation could lead to a case in court indeed, and involve liabilities, and damages as per the accessory of the main article to be continued habeas corpus. In all actuality (Ibid.), discrimination is very difficult to prove as she would require either written proofs, several witnesses, or written proof of a constant pattern from the company’s side to support her claim. Since she will find deprived of these proofs, it is most probable that she will not escalate as fees will discourage her from doing so as well. Unless you are certain that she has gathered said means of proof, I would advise to reject her plea, and act on the sole base of her professional merit and quality. Yours truly, M. Rajkumar Rajkumar & Rajkumar Ltd.	game/scripts/act2.rpy	628
act2_scene17_05133f20	narration	If you had promoted everyone who threatened you, everybody would be CEO by now.{p} This is not how it works.	game/scripts/act2.rpy	644
act2_scene17_ac214c9e	narration	Further, a promotion is not only a matter of doing overtime, and taking responsibilities, it’s about the person’s capacity to do take up complex challenges.	game/scripts/act2.rpy	647
act2_scene17_79623015	narration	The least you can say is that Giti is not showing this capacity by trying to accuse Bapat and Donatello, and giving you ultimatums to promote her while her manager is away.	game/scripts/act2.rpy	649
